Title,Artist,Creation_Date,estimate_year,url,img_URL,Medium,height_cm,width_cm,Accession_number,recoloured_image,colour_palette,relative_frequencies
Clipper Ship 'Rifleman',,c.1860,1860,https://artuk.org/discover/artworks/clipper-ship-rifleman-106170/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_ag008048-001.jpg,oil on canvas,48.8,74.0,ABDAG008048,"[[[222 232 234]
  [222 232 234]
  [222 232 234]
  ...
  [229 234 229]
  [229 234 229]
  [229 234 229]]

 [[222 232 234]
  [222 232 234]
  [222 232 234]
  ...
  [229 234 229]
  [229 234 229]
  [229 234 229]]

 [[222 232 234]
  [222 232 234]
  [222 232 234]
  ...
  [229 234 229]
  [229 234 229]
  [229 234 229]]

 ...

 [[130 173 178]
  [130 173 178]
  [ 94 139 150]
  ...
  [130 173 178]
  [130 173 178]
  [130 173 178]]

 [[ 94 139 150]
  [ 94 139 150]
  [ 94 139 150]
  ...
  [130 173 178]
  [130 173 178]
  [130 173 178]]

 [[ 52  64  68]
  [ 52  64  68]
  [ 52  64  68]
  ...
  [130 173 178]
  [130 173 178]
  [130 173 178]]]","[array([229, 234, 229], dtype=uint8), array([222, 232, 234], dtype=uint8), array([130, 173, 178], dtype=uint8), array([232, 231, 236], dtype=uint8), array([ 94, 139, 150], dtype=uint8), array([179, 171, 166], dtype=uint8), array([226, 219, 215], dtype=uint8), array([161, 181, 169], dtype=uint8), array([133, 125, 120], dtype=uint8), array([32, 41, 43], dtype=uint8), array([52, 64, 68], dtype=uint8), array([55, 64, 58], dtype=uint8), array([122, 125, 116], dtype=uint8)]","[0.32869017632241815, 0.320203610411419, 0.12355688497061293, 0.053129722921914355, 0.048727959697733, 0.03311922753988245, 0.025491183879093198, 0.019085852225020992, 0.018765743073047857, 0.009644206549118389, 0.008470822837951301, 0.005731528127623845, 0.005383081444164568]"
Ship 'British Merchant' Leaving Aberdeen,John Clinton Ogilvie,1857,1857,https://artuk.org/discover/artworks/ship-british-merchant-leaving-aberdeen-106141/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_ag008047-001.jpg,oil on canvas,75.0,103.5,ABDAG008047,"[[[194 172 155]
  [194 172 155]
  [194 172 155]
  ...
  [243 240 227]
  [243 240 227]
  [243 240 227]]

 [[194 172 155]
  [194 172 155]
  [194 172 155]
  ...
  [243 240 227]
  [243 240 227]
  [243 240 227]]

 [[194 172 155]
  [194 172 155]
  [194 172 155]
  ...
  [243 240 227]
  [243 240 227]
  [243 240 227]]

 ...

 [[145 118 100]
  [113  76  47]
  [113  76  47]
  ...
  [ 87  64  52]
  [ 87  64  52]
  [ 87  64  52]]

 [[153 113  77]
  [153 113  77]
  [113  76  47]
  ...
  [ 87  64  52]
  [ 87  64  52]
  [ 87  64  52]]

 [[153 113  77]
  [153 113  77]
  [153 113  77]
  ...
  [ 87  64  52]
  [ 87  64  52]
  [ 87  64  52]]]","[array([236, 221, 205], dtype=uint8), array([194, 172, 155], dtype=uint8), array([243, 240, 227], dtype=uint8), array([200, 164, 122], dtype=uint8), array([153, 113,  77], dtype=uint8), array([87, 64, 52], dtype=uint8), array([241, 208, 158], dtype=uint8), array([145, 118, 100], dtype=uint8), array([113,  76,  47], dtype=uint8), array([163,  96,  67], dtype=uint8), array([241, 239, 243], dtype=uint8)]","[0.24312241521918942, 0.2394282464846981, 0.14157464846980977, 0.08444789081885856, 0.0830924317617866, 0.07282051282051281, 0.05531430934656741, 0.04787737799834574, 0.0169520264681555, 0.007988006617038875, 0.007382133995037221]"
Dumbarton from Kirktonhill,David Octavius Hill,after 1857,1857,https://artuk.org/discover/artworks/dumbarton-from-kirktonhill-194897/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/STC/WDS/STC_WDS_WDBCS_2012_9001-001.jpg,oil on canvas,100.0,158.0,WDBCS.2012.9001,"[[[143 119  96]
  [143 119  96]
  [143 119  96]
  ...
  [143 119  96]
  [143 119  96]
  [143 119  96]]

 [[143 119  96]
  [143 119  96]
  [143 119  96]
  ...
  [143 119  96]
  [143 119  96]
  [143 119  96]]

 [[143 119  96]
  [143 119  96]
  [143 119  96]
  ...
  [143 119  96]
  [143 119  96]
  [143 119  96]]

 ...

 [[ 52  35  24]
  [ 52  35  24]
  [ 52  35  24]
  ...
  [ 81  57  42]
  [ 81  57  42]
  [ 52  35  24]]

 [[ 52  35  24]
  [ 52  35  24]
  [ 52  35  24]
  ...
  [ 81  57  42]
  [ 81  57  42]
  [ 52  35  24]]

 [[ 52  35  24]
  [ 52  35  24]
  [ 52  35  24]
  ...
  [ 81  57  42]
  [ 81  57  42]
  [ 52  35  24]]]","[array([52, 35, 24], dtype=uint8), array([197, 170, 146], dtype=uint8), array([81, 57, 42], dtype=uint8), array([143, 119,  96], dtype=uint8), array([101,  66,  34], dtype=uint8), array([230, 201, 174], dtype=uint8), array([201, 170, 134], dtype=uint8), array([147, 109,  74], dtype=uint8), array([232, 202, 165], dtype=uint8), array([118,  59,  29], dtype=uint8), array([66, 39, 12], dtype=uint8)]","[0.17147222222222222, 0.1651557971014493, 0.1591280193236715, 0.11222826086956522, 0.10583695652173913, 0.09950966183574879, 0.07071014492753623, 0.0660048309178744, 0.03698671497584541, 0.008810386473429951, 0.004157004830917874]"
PS 'Eagle',,c.1865,1865,https://artuk.org/discover/artworks/ps-eagle-86599/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_TEMP_5882-001.jpg,oil on canvas,44.2,69.0,TEMP.5882,"[[[210 174 131]
  [210 174 131]
  [210 174 131]
  ...
  [224 202 173]
  [211 183 155]
  [211 183 155]]

 [[210 174 131]
  [210 174 131]
  [210 174 131]
  ...
  [224 202 173]
  [224 202 173]
  [211 183 155]]

 [[210 174 131]
  [210 174 131]
  [210 174 131]
  ...
  [224 202 173]
  [224 202 173]
  [224 202 173]]

 ...

 [[ 99  68  36]
  [ 99  68  36]
  [ 89  72  51]
  ...
  [ 89  72  51]
  [ 89  72  51]
  [127 105  80]]

 [[ 99  68  36]
  [ 99  68  36]
  [ 89  72  51]
  ...
  [ 89  72  51]
  [127 105  80]
  [127 105  80]]

 [[ 99  68  36]
  [ 99  68  36]
  [ 89  72  51]
  ...
  [127 105  80]
  [127 105  80]
  [127 105  80]]]","[array([210, 174, 131], dtype=uint8), array([232, 200, 156], dtype=uint8), array([150, 117,  77], dtype=uint8), array([89, 72, 51], dtype=uint8), array([224, 202, 173], dtype=uint8), array([211, 183, 155], dtype=uint8), array([99, 68, 36], dtype=uint8), array([127, 105,  80], dtype=uint8), array([221, 206, 164], dtype=uint8), array([219, 207, 174], dtype=uint8)]","[0.3697729591836735, 0.19577295918367346, 0.15004591836734693, 0.07382142857142857, 0.06153316326530612, 0.0535969387755102, 0.04436734693877551, 0.04060969387755102, 0.005380102040816326, 0.005099489795918367]"
Clyde Steamer PS 'Sultan',,1861,1861,https://artuk.org/discover/artworks/clyde-steamer-ps-sultan-86483/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_LT_1_1927_d-001.jpg,oil on canvas,68.5,112.0,LT.1.1927.d,"[[[185 173 164]
  [185 173 164]
  [231 216 200]
  ...
  [185 173 164]
  [185 173 164]
  [231 216 200]]

 [[185 173 164]
  [185 173 164]
  [185 173 164]
  ...
  [231 216 200]
  [231 216 200]
  [231 216 200]]

 [[185 173 164]
  [185 173 164]
  [185 173 164]
  ...
  [231 216 200]
  [231 216 200]
  [231 216 200]]

 ...

 [[185 173 164]
  [185 173 164]
  [185 173 164]
  ...
  [185 173 164]
  [185 173 164]
  [185 173 164]]

 [[185 173 164]
  [185 173 164]
  [185 173 164]
  ...
  [185 173 164]
  [185 173 164]
  [185 173 164]]

 [[185 173 164]
  [185 173 164]
  [185 173 164]
  ...
  [185 173 164]
  [185 173 164]
  [185 173 164]]]","[array([231, 216, 200], dtype=uint8), array([185, 173, 164], dtype=uint8), array([230, 225, 209], dtype=uint8), array([173, 170, 160], dtype=uint8), array([79, 64, 44], dtype=uint8), array([136, 118,  97], dtype=uint8), array([49, 37, 23], dtype=uint8), array([190, 160, 120], dtype=uint8), array([138, 113,  76], dtype=uint8), array([94, 72, 39], dtype=uint8), array([74, 67, 44], dtype=uint8), array([220, 214, 217], dtype=uint8), array([127, 120,  98], dtype=uint8), array([231, 211, 173], dtype=uint8), array([46, 41, 21], dtype=uint8)]","[0.5024794661190966, 0.19184291581108828, 0.06552104722792608, 0.04770790554414785, 0.035346509240246404, 0.03152464065708419, 0.023015913757700204, 0.02162987679671458, 0.0211370636550308, 0.016042094455852154, 0.013950205338809035, 0.009994866529774127, 0.007800308008213552, 0.00684034907597536, 0.005166837782340863]"
Sunrise over Naples,Thomas Dessoulavy,1862,1862,https://artuk.org/discover/artworks/sunrise-over-naples-128610/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/PKA/HOS/PKA_HOS_H5480-001.jpg,oil on canvas,65.0,97.0,H5480,"[[[127 125 112]
  [127 125 112]
  [127 125 112]
  ...
  [181 164 147]
  [133 117 106]
  [133 117 106]]

 [[127 125 112]
  [127 125 112]
  [127 125 112]
  ...
  [133 117 106]
  [133 117 106]
  [133 117 106]]

 [[127 125 112]
  [127 125 112]
  [127 125 112]
  ...
  [133 117 106]
  [133 117 106]
  [133 117 106]]

 ...

 [[ 47  31  25]
  [ 47  31  25]
  [ 47  31  25]
  ...
  [ 36  31  38]
  [ 36  31  38]
  [ 47  31  25]]

 [[ 47  31  25]
  [ 47  31  25]
  [ 47  31  25]
  ...
  [ 47  31  25]
  [ 47  31  25]
  [ 47  31  25]]

 [[ 47  31  25]
  [ 47  31  25]
  [ 47  31  25]
  ...
  [ 47  31  25]
  [ 47  31  25]
  [ 47  31  25]]]","[array([47, 31, 25], dtype=uint8), array([181, 164, 147], dtype=uint8), array([179, 174, 153], dtype=uint8), array([79, 60, 50], dtype=uint8), array([36, 31, 38], dtype=uint8), array([133, 117, 106], dtype=uint8), array([197, 184, 140], dtype=uint8), array([127, 125, 112], dtype=uint8), array([63, 59, 66], dtype=uint8), array([191, 169, 126], dtype=uint8), array([96, 62, 33], dtype=uint8), array([140, 115,  79], dtype=uint8), array([213, 201, 156], dtype=uint8), array([209, 202, 170], dtype=uint8)]","[0.17877003205128206, 0.15419871794871795, 0.15059795673076923, 0.12116686698717949, 0.10935196314102565, 0.07081630608974358, 0.052403846153846155, 0.05211738782051282, 0.04326722756410256, 0.026709735576923077, 0.016059695512820514, 0.009975961538461538, 0.0087109375, 0.005853365384615385]"
HMS 'Hogue',William Clark,1862,1862,https://artuk.org/discover/artworks/hms-hogue-83537/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_T_1960_5-001.jpg,oil on canvas,49.0,74.5,T.1960.5,"[[[177 173 148]
  [177 173 148]
  [177 173 148]
  ...
  [177 173 148]
  [177 173 148]
  [177 173 148]]

 [[177 173 148]
  [177 173 148]
  [177 173 148]
  ...
  [177 173 148]
  [177 173 148]
  [177 173 148]]

 [[177 173 148]
  [177 173 148]
  [177 173 148]
  ...
  [177 173 148]
  [177 173 148]
  [177 173 148]]

 ...

 [[ 30  31  15]
  [ 30  31  15]
  [ 30  31  15]
  ...
  [ 69  67  42]
  [ 69  67  42]
  [ 69  67  42]]

 [[ 30  31  15]
  [ 30  31  15]
  [ 30  31  15]
  ...
  [ 69  67  42]
  [ 69  67  42]
  [ 69  67  42]]

 [[ 30  31  15]
  [ 30  31  15]
  [ 30  31  15]
  ...
  [ 69  67  42]
  [ 69  67  42]
  [ 69  67  42]]]","[array([177, 173, 148], dtype=uint8), array([186, 170, 141], dtype=uint8), array([195, 173, 132], dtype=uint8), array([195, 181, 138], dtype=uint8), array([122, 114,  68], dtype=uint8), array([30, 31, 15], dtype=uint8), array([69, 67, 42], dtype=uint8), array([140, 115,  76], dtype=uint8), array([80, 75, 36], dtype=uint8), array([97, 75, 39], dtype=uint8), array([214, 202, 156], dtype=uint8), array([226, 200, 151], dtype=uint8)]","[0.240828125, 0.13158258928571429, 0.11978571428571429, 0.11622098214285714, 0.08702455357142858, 0.07893080357142856, 0.07435714285714286, 0.059564732142857145, 0.049879464285714284, 0.01833482142857143, 0.017629464285714287, 0.005861607142857143]"
"The Beach at Trouville, the Empress Eugénie",Eugène Louis Boudin,1863,1863,https://artuk.org/discover/artworks/the-beach-at-trouville-the-empress-eugenie-83283/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_35_45-001.jpg,oil on panel,34.3,57.8,35.45,"[[[105 130 134]
  [105 130 134]
  [105 130 134]
  ...
  [163 184 196]
  [163 184 196]
  [163 184 196]]

 [[105 130 134]
  [105 130 134]
  [105 130 134]
  ...
  [163 184 196]
  [163 184 196]
  [163 184 196]]

 [[163 184 196]
  [163 184 196]
  [163 184 196]
  ...
  [163 184 196]
  [163 184 196]
  [163 184 196]]

 ...

 [[151 127  78]
  [151 127  78]
  [151 127  78]
  ...
  [184 159 105]
  [151 127  78]
  [151 127  78]]

 [[151 127  78]
  [151 127  78]
  [151 127  78]
  ...
  [151 127  78]
  [151 127  78]
  [151 127  78]]

 [[151 127  78]
  [151 127  78]
  [151 127  78]
  ...
  [ 91  72  32]
  [ 91  72  32]
  [ 91  72  32]]]","[array([163, 184, 196], dtype=uint8), array([192, 206, 212], dtype=uint8), array([184, 159, 105], dtype=uint8), array([172, 180, 164], dtype=uint8), array([205, 211, 200], dtype=uint8), array([151, 127,  78], dtype=uint8), array([179, 163, 109], dtype=uint8), array([29, 30, 19], dtype=uint8), array([117, 121, 102], dtype=uint8), array([136, 125,  75], dtype=uint8), array([72, 73, 55], dtype=uint8), array([105, 130, 134], dtype=uint8), array([186, 167, 143], dtype=uint8), array([81, 67, 49], dtype=uint8), array([87, 81, 38], dtype=uint8), array([131, 114,  92], dtype=uint8), array([91, 72, 32], dtype=uint8)]","[0.5616161087866108, 0.09195345188284519, 0.05832635983263598, 0.04459989539748954, 0.03423901673640167, 0.03397489539748954, 0.030198744769874476, 0.029134414225941423, 0.026027719665271967, 0.0223326359832636, 0.021487970711297072, 0.019660041841004183, 0.006061715481171548, 0.005423640167364017, 0.005099372384937239, 0.005, 0.004864016736401674]"
The Wreck of the 'Prince Consort',George Reid,1863,1863,https://artuk.org/discover/artworks/the-wreck-of-the-prince-consort-106145/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_AG001280-001.jpg,oil on board,14.7,22.0,ABDAG001280,"[[[157 184 194]
  [157 184 194]
  [157 184 194]
  ...
  [157 184 194]
  [157 184 194]
  [157 184 194]]

 [[157 184 194]
  [157 184 194]
  [157 184 194]
  ...
  [157 184 194]
  [157 184 194]
  [157 184 194]]

 [[157 184 194]
  [157 184 194]
  [157 184 194]
  ...
  [157 184 194]
  [157 184 194]
  [157 184 194]]

 ...

 [[107 122 127]
  [107 122 127]
  [107 122 127]
  ...
  [200 218 207]
  [200 218 207]
  [200 218 207]]

 [[107 122 127]
  [107 122 127]
  [157 184 194]
  ...
  [200 218 207]
  [200 218 207]
  [200 218 207]]

 [[107 122 127]
  [107 122 127]
  [157 184 194]
  ...
  [200 218 207]
  [200 218 207]
  [200 218 207]]]","[array([157, 184, 194], dtype=uint8), array([168, 175, 160], dtype=uint8), array([107, 122, 127], dtype=uint8), array([188, 211, 215], dtype=uint8), array([121, 125, 114], dtype=uint8), array([200, 218, 207], dtype=uint8), array([134, 118, 109], dtype=uint8), array([173, 160, 145], dtype=uint8)]","[0.605585381630013, 0.11, 0.09833117723156533, 0.07337753341957741, 0.041023070288917635, 0.03979948253557568, 0.02058861578266494, 0.011294739111686072]"
"Clipper Ship 'Glengairn' off Dover, Kent",Richard Ball Spencer,1863,1863,https://artuk.org/discover/artworks/clipper-ship-glengairn-off-dover-kent-106155/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/ABD/MMU/ABD_MMU_10201-001.jpg,oil on canvas,58.1,93.5,ABDAG010201,"[[[158 175 179]
  [158 175 179]
  [158 175 179]
  ...
  [177 176 162]
  [177 176 162]
  [177 176 162]]

 [[158 175 179]
  [158 175 179]
  [158 175 179]
  ...
  [177 176 162]
  [177 176 162]
  [177 176 162]]

 [[158 175 179]
  [158 175 179]
  [158 175 179]
  ...
  [177 176 162]
  [177 176 162]
  [177 176 162]]

 ...

 [[ 27  29  20]
  [ 27  29  20]
  [ 27  29  20]
  ...
  [ 27  29  20]
  [ 27  29  20]
  [ 27  29  20]]

 [[ 27  29  20]
  [ 27  29  20]
  [ 27  29  20]
  ...
  [ 27  29  20]
  [ 27  29  20]
  [ 27  29  20]]

 [[ 27  29  20]
  [ 27  29  20]
  [ 27  29  20]
  ...
  [ 27  29  20]
  [ 27  29  20]
  [ 27  29  20]]]","[array([177, 176, 162], dtype=uint8), array([194, 179, 158], dtype=uint8), array([67, 72, 56], dtype=uint8), array([27, 29, 20], dtype=uint8), array([113, 116,  97], dtype=uint8), array([188, 164, 125], dtype=uint8), array([158, 175, 179], dtype=uint8), array([154, 122,  81], dtype=uint8), array([220, 201, 173], dtype=uint8), array([192, 178, 136], dtype=uint8), array([222, 202, 165], dtype=uint8), array([145, 127, 104], dtype=uint8)]","[0.2631845238095238, 0.21424336080586082, 0.12440247252747252, 0.1143646978021978, 0.06745077838827838, 0.06568910256410257, 0.048550824175824174, 0.040982142857142856, 0.03129349816849817, 0.011171016483516483, 0.00956043956043956, 0.009107142857142857]"
Shipping Scene,Jules Haienv,1865,1865,https://artuk.org/discover/artworks/shipping-scene-127075/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/CSF/STG/CSF_STG_6038_000-001.jpg,oil on canvas,37.0,61.0,6038.000,"[[[110 110  84]
  [110 110  84]
  [110 110  84]
  ...
  [173 171 115]
  [173 171 115]
  [173 171 115]]

 [[110 110  84]
  [110 110  84]
  [110 110  84]
  ...
  [173 171 115]
  [173 171 115]
  [220 223 172]]

 [[170 181 165]
  [110 110  84]
  [110 110  84]
  ...
  [220 223 172]
  [220 223 172]
  [220 223 172]]

 ...

 [[ 75  75  57]
  [ 75  75  57]
  [ 75  75  57]
  ...
  [ 86  74  58]
  [ 86  74  58]
  [ 86  74  58]]

 [[ 75  75  57]
  [ 75  75  57]
  [ 75  75  57]
  ...
  [ 86  74  58]
  [ 86  74  58]
  [ 86  74  58]]

 [[ 75  75  57]
  [ 75  75  57]
  [ 75  75  57]
  ...
  [ 86  74  58]
  [ 86  74  58]
  [ 86  74  58]]]","[array([170, 181, 165], dtype=uint8), array([75, 75, 57], dtype=uint8), array([208, 216, 190], dtype=uint8), array([150, 165, 169], dtype=uint8), array([110, 110,  84], dtype=uint8), array([120, 117,  74], dtype=uint8), array([86, 74, 58], dtype=uint8), array([173, 171, 115], dtype=uint8), array([220, 223, 172], dtype=uint8), array([135, 107,  65], dtype=uint8), array([89, 86, 48], dtype=uint8)]","[0.27103887399463805, 0.22769101876675604, 0.17396782841823055, 0.10466711349419124, 0.09854892761394102, 0.039077301161751565, 0.031478999106344954, 0.023763404825737265, 0.014308534405719392, 0.008067470956210902, 0.0073905272564789995]"
Lochranza Castle,William Beattie Brown,c.1871,1871,https://artuk.org/discover/artworks/lochranza-castle-83151/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_1714-001.jpg,oil on canvas,85.1,135.9,1714,"[[[172 170 142]
  [172 170 142]
  [172 170 142]
  ...
  [172 170 142]
  [172 170 142]
  [172 170 142]]

 [[172 170 142]
  [172 170 142]
  [172 170 142]
  ...
  [172 170 142]
  [172 170 142]
  [172 170 142]]

 [[172 170 142]
  [172 170 142]
  [172 170 142]
  ...
  [172 170 142]
  [172 170 142]
  [172 170 142]]

 ...

 [[ 77  61  38]
  [ 77  61  38]
  [ 77  61  38]
  ...
  [ 77  61  38]
  [ 77  61  38]
  [ 77  61  38]]

 [[ 77  61  38]
  [ 77  61  38]
  [ 77  61  38]
  ...
  [ 77  61  38]
  [ 77  61  38]
  [ 77  61  38]]

 [[ 77  61  38]
  [ 77  61  38]
  [ 77  61  38]
  ...
  [ 77  61  38]
  [ 77  61  38]
  [ 77  61  38]]]","[array([172, 170, 142], dtype=uint8), array([237, 224, 177], dtype=uint8), array([93, 70, 31], dtype=uint8), array([220, 214, 182], dtype=uint8), array([77, 61, 38], dtype=uint8), array([127, 105,  61], dtype=uint8), array([187, 177, 131], dtype=uint8), array([130, 117,  72], dtype=uint8), array([59, 41,  8], dtype=uint8), array([82, 72, 30], dtype=uint8), array([240, 220, 177], dtype=uint8), array([195, 170, 117], dtype=uint8), array([233, 217, 186], dtype=uint8)]","[0.25247385931558936, 0.22215304182509504, 0.16097195817490495, 0.10118821292775665, 0.06277804182509505, 0.04883079847908745, 0.04066777566539924, 0.03357414448669201, 0.029988117870722433, 0.018403041825095057, 0.013738117870722433, 0.009443916349809886, 0.005788973384030418]"
The Port of Portrieux at Low Tide,Eugène Louis Boudin,c.1871–1873,1872,https://artuk.org/discover/artworks/the-port-of-portrieux-at-low-tide-83287/view_as/grid/search/has_image:on--region:scotland--work_type:painting--category:seas-and-coasts/sort_by/date_earliest/order/asc/page/23,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/GL/GM/GL_GM_35_49-001.jpg,oil on panel,24.1,32.3,35.49,"[[[ 76  74  54]
  [ 76  74  54]
  [ 76  74  54]
  ...
  [131 130 107]
  [131 130 107]
  [131 130 107]]

 [[ 76  74  54]
  [ 76  74  54]
  [ 76  74  54]
  ...
  [131 130 107]
  [131 130 107]
  [131 130 107]]

 [[131 130 107]
  [131 130 107]
  [131 130 107]
  ...
  [131 130 107]
  [131 130 107]
  [131 130 107]]

 ...

 [[131 130 107]
  [131 130 107]
  [131 130 107]
  ...
  [131 130 107]
  [131 130 107]
  [131 130 107]]

 [[131 130 107]
  [ 76  74  54]
  [131 130 107]
  ...
  [131 130 107]
  [131 130 107]
  [131 130 107]]

 [[131 130 107]
  [ 76  74  54]
  [131 130 107]
  ...
  [131 130 107]
  [129 115  93]
  [129 115  93]]]","[array([167, 168, 144], dtype=uint8), array([131, 130, 107], dtype=uint8), array([76, 74, 54], dtype=uint8), array([32, 32, 21], dtype=uint8), array([182, 178, 135], dtype=uint8), array([130, 123,  85], dtype=uint8), array([80, 69, 52], dtype=uint8), array([210, 208, 176], dtype=uint8), array([214, 208, 162], dtype=uint8), array([129, 115,  93], dtype=uint8)]","[0.4710409836065574, 0.2919815573770492, 0.08187295081967214, 0.0489077868852459, 0.034278688524590165, 0.01831762295081967, 0.014954918032786885, 0.013467213114754099, 0.013047131147540983, 0.012131147540983607]"
